[2017-05-17 17:10:15.281793] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:15.282608] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:15.282834] [DATA] TEMP_2: 1337.343
[2017-05-17 17:10:15.283025] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:15.283212] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:15.283529] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:15.283738] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:15.283928] [DATA] TEMP_2: 1337.343
[2017-05-17 17:10:15.284095] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:15.284261] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:17.208188] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:18.211833] [DATA] TEMP_2: 1337.343
[2017-05-17 17:10:18.236427] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:19.211597] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:20.215167] [DATA] TEMP_2: 1337.343
[2017-05-17 17:10:20.239713] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:21.210773] [DATA] TEMP_1: 72.32
[2017-05-17 17:10:21.235330] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:22.218464] [DATA] TEMP_2: 1337.343
[2017-05-17 17:10:22.238960] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:23.218051] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:24.221680] [DATA] TEMP_2: 1337.343
[2017-05-17 17:10:24.242372] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:25.221348] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:26.216904] [DATA] TEMP_1: 72.32
[2017-05-17 17:10:26.241555] [DATA] TEMP_2: 1337.343
[2017-05-17 17:10:26.266063] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:27.224640] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:28.224171] [DATA] TEMP_2: 1337.343
[2017-05-17 17:10:28.248727] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:29.228032] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:30.227565] [DATA] TEMP_2: 1337.343
[2017-05-17 17:10:30.248020] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:31.218954] [DATA] TEMP_1: 72.32
[2017-05-17 17:10:31.243502] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:32.226664] [DATA] TEMP_2: 1337.343
[2017-05-17 17:10:32.251213] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:33.238539] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:34.229891] [DATA] TEMP_2: 1337.343
[2017-05-17 17:10:34.254468] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:35.241681] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:36.224928] [DATA] TEMP_1: 72.32
[2017-05-17 17:10:36.249536] [DATA] TEMP_2: 1337.343
[2017-05-17 17:10:36.274064] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:37.244977] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:38.236439] [DATA] TEMP_2: 1337.343
[2017-05-17 17:10:38.260955] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:39.248279] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:40.239785] [DATA] TEMP_2: 1337.343
[2017-05-17 17:10:40.260312] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:41.227079] [DATA] TEMP_1: 72.32
[2017-05-17 17:10:41.251614] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:42.242833] [DATA] TEMP_2: 1337.343
[2017-05-17 17:10:42.263383] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:43.250647] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:44.242192] [DATA] TEMP_2: 1337.343
[2017-05-17 17:10:44.266673] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:45.253874] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:46.233034] [DATA] TEMP_1: 72.32
[2017-05-17 17:10:46.257626] [DATA] TEMP_2: 1337.343
[2017-05-17 17:10:46.282080] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:47.257061] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:48.248398] [DATA] TEMP_2: 1337.343
[2017-05-17 17:10:48.268958] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:49.260278] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:50.251486] [DATA] TEMP_2: 1337.343
[2017-05-17 17:10:50.272033] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:51.234783] [DATA] TEMP_1: 72.32
[2017-05-17 17:10:51.263434] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:52.250784] [DATA] TEMP_2: 1337.343
[2017-05-17 17:10:52.275284] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:53.266645] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:54.253980] [DATA] TEMP_2: 1337.343
[2017-05-17 17:10:54.278423] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:55.269929] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:56.240657] [DATA] TEMP_1: 72.32
[2017-05-17 17:10:56.265261] [DATA] TEMP_2: 1337.343
[2017-05-17 17:10:56.289736] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:57.277004] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:58.260228] [DATA] TEMP_2: 1337.343
[2017-05-17 17:10:58.284752] [DATA] TEMP_0: 72.45
[2017-05-17 17:10:59.280248] [DATA] TEMP_0: 72.45
[2017-05-17 17:11:00.263392] [DATA] TEMP_2: 1337.343
[2017-05-17 17:11:00.283927] [DATA] TEMP_0: 72.45
[2017-05-17 17:11:01.246649] [DATA] TEMP_1: 72.32
[2017-05-17 17:11:01.283397] [DATA] TEMP_0: 72.45
[2017-05-17 17:11:02.262530] [DATA] TEMP_2: 1337.343
[2017-05-17 17:11:02.287156] [DATA] TEMP_0: 72.45
[2017-05-17 17:11:03.286670] [DATA] TEMP_0: 72.45
[2017-05-17 17:11:04.265805] [DATA] TEMP_2: 1337.343
[2017-05-17 17:11:04.290342] [DATA] TEMP_0: 72.45
[2017-05-17 17:11:05.289829] [DATA] TEMP_0: 72.45
[2017-05-17 17:11:06.248540] [DATA] TEMP_1: 72.32
[2017-05-17 17:11:06.273165] [DATA] TEMP_2: 1337.343
[2017-05-17 17:11:06.297754] [DATA] TEMP_0: 72.45
[2017-05-17 17:11:07.293012] [DATA] TEMP_0: 72.45
[2017-05-17 17:11:08.272069] [DATA] TEMP_2: 1337.343
[2017-05-17 17:11:08.292635] [DATA] TEMP_0: 72.45
[2017-05-17 17:11:09.296225] [DATA] TEMP_0: 72.45
[2017-05-17 17:11:10.271335] [DATA] TEMP_2: 1337.343
[2017-05-17 17:11:10.295862] [DATA] TEMP_0: 72.45
[2017-05-17 17:11:11.250283] [DATA] TEMP_1: 72.32
[2017-05-17 17:11:11.299414] [DATA] TEMP_0: 72.45
[2017-05-17 17:11:12.274514] [DATA] TEMP_2: 1337.343
[2017-05-17 17:11:12.299118] [DATA] TEMP_0: 72.45
[2017-05-17 17:11:13.302528] [DATA] TEMP_0: 72.45
[2017-05-17 17:11:14.277503] [DATA] TEMP_2: 1337.343
[2017-05-17 17:11:14.302171] [DATA] TEMP_0: 72.45
[2017-05-17 17:11:15.305660] [DATA] TEMP_0: 72.45
[2017-05-17 17:11:16.256059] [DATA] TEMP_1: 72.32
[2017-05-17 17:11:16.280576] [DATA] TEMP_2: 1337.343
[2017-05-17 17:11:16.305219] [DATA] TEMP_0: 72.45
[2017-05-17 17:11:17.308818] [DATA] TEMP_0: 72.45
[2017-05-17 17:11:18.283834] [DATA] TEMP_2: 1337.343
[2017-05-17 17:11:18.308567] [DATA] TEMP_0: 72.45
[2017-05-17 17:11:19.311930] [DATA] TEMP_0: 72.45
[2017-05-17 17:11:20.282867] [DATA] TEMP_2: 1337.343
[2017-05-17 17:11:20.311601] [DATA] TEMP_0: 72.45
[2017-05-17 17:11:21.261817] [DATA] TEMP_1: 72.32
[2017-05-17 17:11:21.315051] [DATA] TEMP_0: 72.45
[2017-05-17 17:11:22.285966] [DATA] TEMP_2: 1337.343
[2017-05-17 17:11:22.314639] [DATA] TEMP_0: 72.45
[2017-05-17 17:11:23.318347] [DATA] TEMP_0: 72.45
[2017-05-17 17:11:24.289069] [DATA] TEMP_2: 1337.343
[2017-05-17 17:11:24.317749] [DATA] TEMP_0: 72.45
[2017-05-17 17:11:25.321366] [DATA] TEMP_0: 72.45
[2017-05-17 17:11:26.263561] [DATA] TEMP_1: 72.32
[2017-05-17 17:11:26.292157] [DATA] TEMP_2: 1337.343
[2017-05-17 17:11:26.320879] [DATA] TEMP_0: 72.45
[2017-05-17 17:11:27.324613] [DATA] TEMP_0: 72.45
[2017-05-17 17:11:28.291403] [DATA] TEMP_2: 1337.343
[2017-05-17 17:11:28.324157] [DATA] TEMP_0: 72.45
[2017-05-17 17:11:29.327605] [DATA] TEMP_0: 72.45
[2017-05-17 17:11:30.294518] [DATA] TEMP_2: 1337.343
[2017-05-17 17:11:30.327330] [DATA] TEMP_0: 72.45
[2017-05-17 17:11:31.269285] [DATA] TEMP_1: 72.32
[2017-05-17 17:11:31.330765] [DATA] TEMP_0: 72.45
[2017-05-17 17:11:32.297480] [DATA] TEMP_2: 1337.343
